NESTBOX	AREA	SEASON	COMB	GREEN_PLANT_PARTS	FRUIT_PEEL_OR_PEEL	BRAMBLES	OTHER_SEEDS	STAMEN_	HEMIPTERA__	DIPTERA	DERMAPTERA	HYMENOPTERA	COLEOPTERA	GASTROPODA	DIPLOPODA	ORTHOPTERA	ISOPODA	ARANEAE	OPILIONES	AVES	MAMMALIA	HAIRS	UNDETERMINED	PSEUDOSCORPIONES
3	Woody	3	Nestbox3_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0
3	Woody	3	Nestbox3_Woody_Seasons3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
3	Woody	3	Nestbox3_Woody_Seasons3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
3	Woody	3	Nestbox3_Woody_Seasons3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
3	Woody	3	Nestbox3_Woody_Seasons3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
4	Woody	3	Nestbox4_Woody_Seasons3	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
7	Woody	3	Nestbox7_Woody_Seasons3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
9	Woody	3	Nestbox9_Woody_Seasons3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0
1	Woody	4	Nestbox1_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
2	Woody	4	Nestbox2_Woody_Seasons4	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0
3	Woody	4	Nestbox3_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0
4	Woody	4	Nestbox4_Woody_Seasons4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
8	Woody	4	Nestbox8_Woody_Seasons4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0
10	Woody	4	Nestbox10_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	4	Nestbox11_Woody_Seasons4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	Woody	5	Nestbox1_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
2	Woody	5	Nestbox2_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
4	Woody	5	Nestbox4_Woody_Seasons5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
6	Woody	5	Nestbox6_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
8	Woody	5	Nestbox8_Woody_Seasons5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
2	Woody	6	Nestbox2_Woody_Seasons6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0
